paper_id,epoch,input_variant,perspective,model,task,discipline,experimental,dependent_variable,main_predictor,sample_definition,model_specification,controls,operationalization_notes,type_of_statistic,test_statistic,dof_1,dof_2,sample_size,p_value,llm_cohens_d,original_cohens_d,d_difference,within_strict,within_broad,conclusion,reasoning,submission_valid,score_value,log_file
p2qE,1,full,neutral,anthropic/claude-opus-4-7,reanalysis,Misc,False,"Natural log of the country-level mean daily increase in COVID-19 deaths during the ascending phase ('mean' variable, log-transformed)",International arrivals in 2018 (millions),Countries in the authors' replication dataset (53 countries with >25 COVID deaths by 08/06/2020); 51 had complete data on all multivariable predictors used,Multivariable OLS linear regression,"log(population/1e7), median age, air pollution, mean temperature (Jan-May), population density, neoplasm prevalence, hypertension prevalence, WHO health index, % urban population, GDP per capita (PPP, $1000 increase)","Mirrors the paper's primary multivariable specification using the predictors available in Data_for_Replication.csv (UV, BCG and stringency variables were not present in this file, so they were omitted). The test statistic is the t for the international.arrivals coefficient.",t,2.822,39.0,,51,0.007,0.904,2.347,-1.443,False,False,same conclusion,"In a multivariable OLS regression of log mean COVID-19 mortality slope on international arrivals plus the other predictors that survived the paper's p<0.3 univariable screen (log population, % aged >=65 proxied by median age, pollution, mean temperature, population density, neoplasms, hypertension, WHO health index, urban %, GDP per capita), international arrivals had beta=0.029 per million arrivals, t(39)=2.82, p=0.007, n=51. International arrivals therefore positively predicts severity of the first COVID wave, replicating the paper's main finding.",yes,I,results/agentic_logs/score/rq1_claude47/2026-06-16T22-23-28-00-00_reanalysis_NQHy3kkjWUhtTKU6ipcheN.eval
plLK,1,full,neutral,anthropic/claude-opus-4-7,reanalysis,Economics,True,Points contributed to the shared account (cont),Outcome prospect condition: losses-and-gains vs. no variance + gains-only (within-subject),All 320 participants with complete data on the 4 within-subject prospect rounds,Paired-samples t-test on per-participant mean contributions in losses-and-gains rounds vs. mean contributions in no-variance & gains-only rounds (equivalent to within-subject contrast / repeated-measures F = t^2),None (within-subject design absorbs participant-level variance),"Paper tests H2 with a repeated-measures contrast across the within-subject outcome-prospect levels. Each participant in the dataset played four rounds with bonuses (0,1200), (200,1000), (400,800), and 600. Following the paper's classification (required contribution = 75; bonus distributions whose minimum/4 < 75 contain loss prospects), (0,1200) and (200,1000) are losses-and-gains, (400,800) is gains-only, and 600 is no variance. I averaged each participant's contributions within each category and ran a paired t-test.",t,-0.578,319.0,,320,0.564,-0.065,0.557,-0.49200000000000005,False,False,no effect or inconclusive,"Paired t-test comparing each participant's mean contribution in the two losses-and-gains rounds ((0,1200) and (200,1000)) vs. the no-variance (600) and gains-only ((400,800)) rounds yielded t(319) = -0.58, p = .56. Mean contributions were nearly identical (losses-and-gains M = 73.20 vs. no-variance/gains-only M = 73.75), so the claimed reduction in contributions under loss prospects did not replicate in this dataset.",yes,I,results/agentic_logs/score/rq1_claude47/2026-06-16T22-23-28-00-00_reanalysis_NQHy3kkjWUhtTKU6ipcheN.eval
qkNz,1,full,neutral,anthropic/claude-opus-4-7,reanalysis,Economics,False,HP-filtered cyclical component of interstate (intercounty) migration rate (HPmigration),Cross-state standard deviation of state employment gaps (StateEmploymentGapSD),Annual U.S. observations 1948-2009 from MigrationRateMerged.dta (54 non-missing years; CPS migration data are missing for 1972-75 and 1977-80),OLS time-series regression: HPmigration_t = a + b*(HP-filtered national employment gap_t) + c*(StateEmploymentGapSD_t) + e_t,HP-filtered national employment gap (aggregate business-cycle measure),"Mirrors Table 1 col. 2 of the paper (Saks-Wozniak style): aggregate migration regressed on a national cyclical indicator and a cross-state dispersion measure, employment-gap version, 1948-2009 sample. The t-statistic on the dispersion term is the test of the claim.",t,0.716,51.0,,54,0.477,0.201,0.943,-0.742,False,False,same conclusion,"Regressing HP-filtered (cyclical) interstate migration on the HP-filtered national log-employment gap and the cross-state standard deviation of state employment gaps over 1948-2009 yields a coefficient on dispersion of 0.91 with SE 1.27 (t = 0.72, p = 0.48, n = 54). The dispersion measure is statistically indistinguishable from zero, matching the paper's conclusion that geographic dispersion in local conditions is not significantly related to aggregate migration.",yes,I,results/agentic_logs/score/rq1_claude47/2026-06-16T22-23-28-00-00_reanalysis_NQHy3kkjWUhtTKU6ipcheN.eval
rpq,1,full,neutral,anthropic/claude-opus-4-7,reanalysis,Psychology,False,"Mean response latency (s) to indicate the first emotion had disappeared, on the angry-to-happy transition","Target age (old vs. young) — within-subjects, restricted to White targets",All 60 participants in the reaction-time file; trials with latency >17 s (movie length) excluded as impossible/no-response; 57 had usable data in both old- and young-White angry-to-happy cells,"Paired-samples (within-subject) t-test on subject-mean latencies, old-White vs. young-White, angry-to-happy transition",none,The claim couples 'anger lasting longer' and 'anger appearing sooner' on old vs. young White faces. I chose the angry-to-happy transition because its offset-latency directly indexes how long anger lingers — the clearest single quantitative operationalization of 'lasting longer.' Sample restricted to White targets per the claim. Latencies above the 17-s movie duration treated as missing.,t,5.071,56.0,,57,4.5e-06,1.355,1.219,0.1359999999999999,False,True,same conclusion,"Paired-samples t-test on White-face trials in the angry-to-happy transition (the offset measure capturing 'anger lasting longer') showed participants judged anger as persisting significantly longer on old White faces (M=11.76 s) than on young White faces (M=10.48 s), t(56)=5.07, p<.001, d=0.67. The other anger transitions for White faces also showed the same pattern (e.g., neutral-to-angry: t(55)=-4.93, p<.001, anger appearing sooner on old), consistent with the original study.",yes,C,results/agentic_logs/score/rq1_claude47/2026-06-16T22-23-28-00-00_reanalysis_NQHy3kkjWUhtTKU6ipcheN.eval
vyRx,1,full,neutral,anthropic/claude-opus-4-7,reanalysis,Psychology,False,"Not adhering to social distancing (keep_distance < 5 on 7-pt agreement scale = 1, else 0)",Male (sex==0),"All respondents in replication data with non-missing sex, keep_distance, and covariates (n=3264 after listwise deletion).","Binary logistic regression of 'not adhering to social distancing' on male, with controls.","Age (continuous), unmarried, education, household income, smoking habit, Big Five traits (extraversion, agreeableness, conscientiousness, neuroticism, openness).","Paper's Table 4 uses a logit of 'not conducting social distancing' on male plus demographic, lifestyle, and personality controls. The available replication dataset (April/May 2020 follow-up rounds, N=3892) differs from the paper's March 2020 survey (N=11,342) and uses a 7-pt scale instead of 5-pt, so social distancing was dichotomized at <5 (below 'agree a little') to mirror the paper's 'not following' construction. Covariates approximate those in Table 4.",z,6.793,,,3264,1.1e-11,0.238,0.092,0.146,False,True,same conclusion,"In a multivariate logit predicting 'not adhering to social distancing' (keep_distance < 5 on 7-pt scale), the coefficient on male was +0.864 (z = 6.79, p < .001), corresponding to an odds ratio of ~2.37. Men are significantly more likely than women to NOT follow social distancing, i.e. lower likelihood of following it, consistent with the paper's claim.",yes,C,results/agentic_logs/score/rq1_claude47/2026-06-16T22-23-28-00-00_reanalysis_NQHy3kkjWUhtTKU6ipcheN.eval
w5dv,1,full,neutral,anthropic/claude-opus-4-7,reanalysis,,False,"Criticality of part-time work as a future-employment characteristic (Prefs_1, 1-5 Likert)",Cluster membership (satisficer / free agent / maximizer) derived from 24 work-desire items,"Respondents who self-reported age ≥40, were active job seekers (Seek=1, A40=1), finished the survey, and had at least one non-missing desire item (N=767 for clustering; same N with non-missing Prefs_1).","Two-step cluster analysis (Ward's hierarchical linkage giving initial centroids, then K-means with k=3) on 24 desire items; one-way ANOVA of Prefs_1 by cluster.",none,"Followed the paper's stated procedure: Ward's method to choose/initialize three clusters, K-means for final assignment, then one-way ANOVA on Prefs_1 (the part-time characteristic). Missing desire values imputed with item means (simple alternative to the paper's NORM multiple-imputation, which is not feasible here). No cluster-label variable was present in the data.",F,0.0345,2.0,764.0,767,0.966,0.013,0.384,-0.371,False,False,no effect or inconclusive,"Replicating the paper's two-step Ward-then-K-means cluster analysis on the 24 desire items in the provided dataset yielded three clusters (n = 172/235/360). A one-way ANOVA on the criticality rating of part-time work (Prefs_1) across these clusters gave F(2, 764) = 0.03, p = .97. The cluster means on the part-time preference item were essentially identical (~2.74-2.77), so the claim that satisficers, free agents, and maximizers differ in their part-time work preference does not reproduce in these data.",yes,I,results/agentic_logs/score/rq1_claude47/2026-06-16T22-23-28-00-00_reanalysis_NQHy3kkjWUhtTKU6ipcheN.eval
wxQZ,1,full,neutral,anthropic/claude-opus-4-7,reanalysis,Misc,False,Death (fecha_def != '9999-99-99'),Sex (male = sexo==2 vs female),"Positive SARS-CoV-2 cases in the original April-23-2020 sample (origsamp==1), restricted to ages ≥25 to match the paper's 25-49 reference group (N=17,465)","Multivariable logistic regression: death ~ male + age group (25-49 ref, 50-74, 75+) + diabetes + hypertension + obesity + COPD + CKD + immunosuppression + pneumonia + hospitalized + intubated + ICU","age group, diabetes, hypertension, obesity, COPD, CKD, immunosuppression, pneumonia, hospitalization, intubation, ICU",Followed Table 4 of the paper (mortality model). Used Wald z for the male coefficient as the test statistic most directly tied to the claim.,z,8.86,,,17465,8e-19,0.134,0.102,0.032000000000000015,True,True,same conclusion,"In a multivariable logistic regression of death on sex adjusting for age group, comorbidities, pneumonia, hospitalisation, intubation, and ICU admission among positive SARS-CoV-2 cases aged ≥25 in the original-paper sample, being male was associated with significantly higher mortality (β=0.451, z=8.86, p<0.001, OR≈1.57), replicating the paper's finding (reported OR=1.53).",yes,C,results/agentic_logs/score/rq1_claude47/2026-06-16T22-23-28-00-00_reanalysis_NQHy3kkjWUhtTKU6ipcheN.eval
x3KP,1,full,neutral,anthropic/claude-opus-4-7,reanalysis,Psychology,False,Perceived stress (T2),"Dispositional optimism (LOT-R, T1)",All individuals from the 101 couples in the wrangled scored dataset with non-missing optimism and stress (n=202 person-observations),"Pearson correlation between optimism and perceived stress, stacking partner 1 and partner 2 observations",none,The claim is a bivariate directional statement; a Pearson correlation pooling both partners is the most direct test (paper's main APIM analysis embeds this same association). Non-independence of dyad members is not adjusted for in this simple test.,r,-0.556,200.0,,202,8.3e-18,-1.338,-0.696,0.6420000000000001,False,False,same conclusion,"Pooling both partners' data, optimism (LOT-R) correlated r = -0.56 with perceived stress, t(200) = -9.47, p < .001, indicating more optimistic individuals reported substantially lower stress, consistent with the paper's claim.",yes,I,results/agentic_logs/score/rq1_claude47/2026-06-16T22-23-28-00-00_reanalysis_NQHy3kkjWUhtTKU6ipcheN.eval
xLmP,1,full,neutral,anthropic/claude-opus-4-7,reanalysis,Psychology,False,Negative affect at T2 (latent factor from 10 PANAS negative items),Realistic threat at T1 (latent factor from covid_real1-5),"Participants in the longitudinal sample with valid T1 and T2 sessions (after excluding the empty-ID hash; first session = T1, second = T2; complete cases on items used)","Two-factor SEM (RT, ST at T1) predicting a latent T2 negative affect factor; ML estimation in semopy",Symbolic threat at T1 included as a simultaneous predictor (per paper's SEM),Followed Study 3's SEM in which T1 realistic and symbolic threat simultaneously predict T2 outcomes; used latent factors rather than sum scores to mirror the paper's measurement model.,z,2.229,,,239,0.0258,0.291,0.566,-0.27499999999999997,False,False,same conclusion,"In a latent-variable SEM with realistic and symbolic threat (T1) jointly predicting latent negative affect (T2), realistic threat had a significant positive standardized path coefficient (z = 2.23, p = .026, N = 239), supporting the claim that T1 realistic threat is positively associated with negative affect over the following week.",yes,I,results/agentic_logs/score/rq1_claude47/2026-06-16T22-23-28-00-00_reanalysis_NQHy3kkjWUhtTKU6ipcheN.eval
xvrb,1,full,neutral,anthropic/claude-opus-4-7,reanalysis,Psychology,True,"Cooperate (1 = attempted risky coordination, 0 = work alone)","Knowledge condition (private, secondary, tertiary, common)",All Experiment 1 participants with non-missing Cooperate and Knowledge values (N=588),Pearson chi-square test of independence on the 4x2 condition-by-choice contingency table,none,The paper's key DV is the binary choice to attempt risky coordination; the predictor is the 4-level knowledge manipulation. A chi-square test is the natural omnibus test of differences across conditions described in the paper.,chi2,27.7034,3.0,,588,4.2e-06,0.439,1.004,-0.565,False,False,same conclusion,"A chi-square test of independence comparing the proportion choosing risky coordination (Cooperate=1) across the four knowledge conditions yields χ²(3, N=588)=27.70, p<.001. Cooperation rates rise monotonically from private (53%), secondary (57%), tertiary (66%), to common knowledge (80%), supporting the claim that common knowledge produced the most risky coordination.",yes,I,results/agentic_logs/score/rq1_claude47/2026-06-16T22-23-28-00-00_reanalysis_NQHy3kkjWUhtTKU6ipcheN.eval
yDyG,1,full,neutral,anthropic/claude-opus-4-7,reanalysis,,True,"Intention to support the nonprofit (mean of ITS1_1, ITS2_1, ITS3_1)","FIT x SIMILARITY interaction (measured composites, mean-centered) with mediation through Clarity of Positioning (COP)","All replication respondents with complete data on FIT, SIM, COP, ITS (N=907 of 911)",Moderated-mediation: OLS regression of COP on FITc*SIMc (path a) and OLS of ITS on COP plus FITc*SIMc (path b); Sobel test on product of FITc:SIMc coefficient (a) and COP coefficient (b).,Fit and similarity main effects included in mediator and outcome models (no demographic controls).,The paper operationalizes the 'joint effect' of fit and similarity on intention to support as the indirect effect of the fit x similarity interaction via clarity of positioning (Sobel-tested). I reproduce that exact test in the replication data using composite scales as in the original measurement model.,z,2.546,,,907,0.0109,0.17,0.346,-0.17599999999999996,False,True,same conclusion,"The Sobel test of the joint indirect effect of the fit x similarity interaction on intention to support the nonprofit via clarity of positioning (path a from OLS regression of COP on FITc*SIMc: a=.058, SE=.022; path b from OLS of ITS on COP controlling for FITc*SIMc: b=.348, SE=.040) yields indirect effect = .020, SE=.0079, z=2.55, p=.011. This replicates the original finding that fit and similarity jointly affect intention to support the nonprofit.",yes,C,results/agentic_logs/score/rq1_claude47/2026-06-16T22-23-28-00-00_reanalysis_NQHy3kkjWUhtTKU6ipcheN.eval
yZD4,1,full,neutral,anthropic/claude-opus-4-7,reanalysis,Psychology,False,"Social distancing composite (sodi: b7-b11; concern for own and others' contact reduction, self-quarantine, isolation, following government rules)",Affective empathy composite for those most vulnerable to COVID-19 (emp: b1-b3),All participants in the provided dataset with non-missing emp and sodi composites (n=63),"Pearson correlation (zero-order), tested with two-tailed t-test on r",none,"The claim is a correlational one: empathy is a basic motivation for physical distancing. The most direct test is the bivariate correlation between the empathy composite and the physical-distancing composite already constructed in the dataset, mirroring Study 1's correlational analysis in the paper.",r,0.5144,61.0,,63,1.62e-05,1.2,1.54,-0.3400000000000001,False,False,same conclusion,"Pearson correlation between the empathy composite (emp; items b1-b3) and the social distancing composite (sodi; items b7-b11) is r=.51, t(61)=4.68, p<.001, n=63. Empathy is positively and strongly associated with motivation for physical distancing, consistent with the paper's claim.",yes,I,results/agentic_logs/score/rq1_claude47/2026-06-16T22-23-28-00-00_reanalysis_NQHy3kkjWUhtTKU6ipcheN.eval
z0v1,1,full,neutral,anthropic/claude-opus-4-7,reanalysis,Misc,False,"Attitudes to mothering/gender division of labor (e.g., scopfamf)",Transition to first birth (parenthood),N/A — dataset not provided,Intended: fixed-effects panel regression of attitude on post-first-birth indicator,N/A,No data file present in /workspace/data — only PDFs and a data dictionary. Unable to compute any statistic from data.,t,,,,,,,0.027,,False,False,no effect or inconclusive,"The /workspace/data directory contains only PDF user guides and a data dictionary Excel file; no actual microdata file (HILDA, BHPS, or UKHS) is provided. Without the underlying observations, I cannot run a fixed-effects panel regression or any test of within-person attitude change around first birth.",no,I,results/agentic_logs/score/rq1_claude47/2026-06-16T22-23-28-00-00_reanalysis_NQHy3kkjWUhtTKU6ipcheN.eval
zN22,1,full,neutral,anthropic/claude-opus-4-7,reanalysis,Psychology,True,Per-subject SNARC regression slope (dRT on digit magnitude),Digit magnitude (within the verbal-load condition); tested whether slope differs from 0,Correct parity-judgment trials in the verbal-WM load phase; one slope computed per subject (n=104 verbal-condition subjects),"Two-stage approach: per-subject OLS regression of dRT on digit, then one-sample t-test of slopes against 0",none,"The claim concerns whether the SNARC slope is eliminated under verbal load; the most direct test is whether the by-subject regression weight of dRT on magnitude differs from zero in the verbal-load condition, following Fias/Lorch-Myers SNARC analysis used in the paper.",t,0.108,103.0,,104,0.915,0.021,0.749,-0.728,False,False,same conclusion,"Per-subject SNARC slopes (dRT = RT_right - RT_left regressed on digit) in the verbal-load parity task do not differ from zero, t(103)=0.108, p=.91, mean slope = 1.94 ms/digit. This replicates the original claim that a verbal memory load abolishes the SNARC-effect in parity judgment.",yes,I,results/agentic_logs/score/rq1_claude47/2026-06-16T22-23-28-00-00_reanalysis_NQHy3kkjWUhtTKU6ipcheN.eval
zNEm,1,full,neutral,anthropic/claude-opus-4-7,reanalysis,Psychology,True,"Per-participant d' (z(hit rate) - z(false alarm rate)) across all test trials, with log-linear correction for extreme rates",Version (small/SS vs random),"All test trials (PennElementName=='yn') from all participants in the combined replication dataset (49 SS, 36 random)",Independent-samples Welch/Student t-test on mean d' between conditions,none,Mirrors the original analysis described on p.267: a t-test on overall mean d'-values between SS and random groups.,t,0.7271,83.0,,85,0.4692,0.16,1.545,-1.385,False,False,no effect or inconclusive,"Independent-samples t-test on per-participant d' values comparing SS (n=49, mean d'=0.069) vs random (n=36, mean d'=-0.002) yielded t(83)=0.73, p=0.47. The SS group did not significantly outperform the random group in this replication dataset, contrary to the original claim.",yes,I,results/agentic_logs/score/rq1_claude47/2026-06-16T22-23-28-00-00_reanalysis_NQHy3kkjWUhtTKU6ipcheN.eval
zekm,1,full,neutral,anthropic/claude-opus-4-7,reanalysis,,False,Joviality at end of following workweek (T3_panas_joviality),Weekend relaxation (req_relax),"Participants with complete data on T1 joviality, T3 joviality, weekend experiences, hassles, and demographics (N=191)","OLS hierarchical regression following the paper: Step 1 demographics (gender, age, children, work hours, work days), Step 2 T1 joviality, Step 3 weekend experiences (relaxation, mastery, control, detachment, hassles); reported t for relaxation in the full model","gender, age, children, work hours, work days, T1 joviality; plus other weekend experiences (mastery, control, detachment, non-work hassles) entered simultaneously",Replicated the paper's hierarchical regression specification for Table 2 (T3 joviality). The provided dataset contains 191 complete cases rather than the 229 reported in the paper.,t,1.423,179.0,,191,0.156,0.213,0.268,-0.05500000000000002,False,True,no effect or inconclusive,"In a hierarchical OLS regression of Friday (T3) joviality on demographics, T1 joviality, and the five weekend experiences (relaxation, mastery, control, detachment, hassles), the coefficient for weekend relaxation was positive (b=0.099) but not statistically significant, t(179)=1.42, p=.16. The direction matches the paper's claim, but with the available data (N=191) the association is not reliably different from zero.",yes,I,results/agentic_logs/score/rq1_claude47/2026-06-16T22-23-28-00-00_reanalysis_NQHy3kkjWUhtTKU6ipcheN.eval
zmYY,1,full,neutral,anthropic/claude-opus-4-7,reanalysis,Psychology,False,Monthly arrest indicator (1 = arrested that month; 0 otherwise),Group-mean-centered (within-individual) divorce indicator; reference status = married,Respondents who were ever married AND ever arrested between 1997 and 2009 (ages 12-28); person-month observations with non-missing marital and arrest data.,Logistic regression with within-between (Mundlak) decomposition: time-varying single/married/separated/divorced indicators decomposed into group-mean (between) and group-mean-centered (within) components; cluster-robust standard errors clustered on person.,"Age (centered) and age-squared, monthly incarceration indicator, ever-incarcerated, male, and between-person means of single/separated/divorced.","Mirrors the paper's HLM specification (Table 3, Model 2) by decomposing time-varying relationship states into within- and between-person components. Used pooled logit with cluster-robust SEs as a feasible approximation to the multilevel Bernoulli model, since the paper's central inferential test is the within-individual coefficient on divorce.",z,2.016,,,116577,0.044,0.012,0.317,-0.305,False,False,same conclusion,"Within-individual logistic regression on the ever-married & ever-arrested subsample (774 persons, 116,577 person-months) yielded a positive coefficient for group-mean-centered divorce on monthly arrest of 0.425 (cluster-robust SE = 0.211, z = 2.02, p = .044). The effect is positive and statistically significant, replicating the paper's substantive finding that divorce raises the likelihood of arrest (paper reported coef = .418, SE = .093).",yes,I,results/agentic_logs/score/rq1_claude47/2026-06-16T22-23-28-00-00_reanalysis_NQHy3kkjWUhtTKU6ipcheN.eval
zqwm,1,full,neutral,anthropic/claude-opus-4-7,reanalysis,Psychology,False,Whether a student aged 6-21 was identified with autism (autism count vs. rest of enrolled K-12 student population),"State (Ohio vs. California, California = reference)","Public school students ages 6-21 in California and Ohio in fall 2014; autism counts from IDEA child-count file (Total Age 6-21), total enrollment from NCES tabn203.20 Fall 2014",Pearson chi-square test on a 2 (state) x 2 (autism / not-autism) contingency table; odds ratio = 0.95 (z = -6.82),none,"The paper compared each state's identification odds to California using logistic regression on count data. I implemented the most direct between-state version of that comparison (Ohio vs. California, collapsed across racial groups) using the IDEA Autism child-count totals and NCES state enrollment as denominator.",chi2,46.49,1.0,,8036971,9.21e-12,0.005,-0.004,0.001,True,True,same conclusion,"A 2x2 chi-square comparing autism identification (autism count vs. remaining enrolled students) in Ohio vs. California yielded chi2(1)=46.49, p<.001, with an odds ratio of 0.95 (Ohio vs CA), indicating that students in Ohio were significantly less likely to be identified with autism than students in California, consistent with the paper.",yes,C,results/agentic_logs/score/rq1_claude47/2026-06-16T22-23-28-00-00_reanalysis_NQHy3kkjWUhtTKU6ipcheN.eval
1574,2,full,neutral,anthropic/claude-opus-4-7,reanalysis,Economics,True,Group made the correct decision (group_jar == true_jar),Voting institution (Majority / SuperMajority / Unanimity),All 352 group-round observations from the deliberation (chat) sessions provided in the dataset,Pearson chi-square test of independence on a 3 (institution) x 2 (correct/incorrect) contingency table at the group-round level,none,The dataset provided contains only the deliberation (chat) condition (the all_apps_wide files and the Goeree CSV are two representations of the same 11 chat sessions). The most direct test of whether deliberation diminishes institutional differences is therefore whether institutional differences in group outcomes are absent under deliberation; a significant chi-square indicates that the claim does not hold in these data.,chi2,30.73,2.0,,352,2e-07,0.602,1.224,-0.622,False,False,opposite effect,"Under deliberation, the share of groups making the correct decision still differs sharply across institutions (Majority 82%, Supermajority 64%, Unanimity 44%). A chi-square test of independence between voting institution and group-correct decision yields chi2(2,N=352)=30.73, p<0.001. Far from being diminished, institutional differences are large and highly significant in this deliberation dataset, contradicting the claim.",yes,I,results/agentic_logs/score/rq1_claude47/2026-06-16T22-23-28-00-00_reanalysis_NQHy3kkjWUhtTKU6ipcheN.eval
1VeW,2,full,neutral,anthropic/claude-opus-4-7,reanalysis,Economics,True,"Group-level average market price in uniform-price auction (proxy for seller revenue, given near-full subscription)",Auction mechanism (UNIFORM observed price vs. FIXED predetermined price = 1.94),All groups in fullsample_analysis.csv excluding groups flagged as dropout or bankrupt (n=32 of 40),One-sample Wilcoxon signed-rank test of (price - 1.94) > 0,none,"The provided data only contains UNIFORM treatment groups; the paper states the FIXED treatment used a predetermined market price of 1.94. Because demand exceeded supply (the paper notes ~98-100% subscription), revenue scales with market price, so comparing observed uniform prices to the fixed-price benchmark of 1.94 is the most direct test of the revenue claim. Excluding bankrupt/dropout groups follows the original paper's exclusion logic.",z,286.5,,,32,0.337,,2.367,,False,False,no effect or inconclusive,"Wilcoxon signed-rank test of group-level average uniform auction prices against the BF-prescribed fixed price benchmark of 1.94 (the FIXED treatment's predetermined price) yields V=286.5, n=32, p=0.337 (one-sided, greater). Mean uniform price = 1.957, virtually identical to the fixed-price benchmark. The replication data do not support the original claim that uniform price auctions raise higher revenues than fixed price offerings.",yes,I,results/agentic_logs/score/rq1_claude47/2026-06-16T22-23-28-00-00_reanalysis_NQHy3kkjWUhtTKU6ipcheN.eval
1X9W,2,full,neutral,anthropic/claude-opus-4-7,reanalysis,Psychology,False,"Intention to vote for Barack Obama (h0clean: 1=Trump/other, 2=Obama; coded as binary Obama=1)",Conception risk (oddconcept) based on day of cycle,"Female participants who were not on hormonal birth control, reported regular periods, were not pregnant, and reported no chronic health problems affecting fertility, with non-missing conception risk and vote intention (N=304)",Binary logistic regression: P(Obama) ~ conception_risk,none (bivariate test of the simple claim),"The claim is the simple main effect of conception risk on Obama-vote probability. The paper restricts analyses to normally cycling women, so I applied the same eligibility filter, and used the dataset's prebuilt conception-risk index (oddconcept) and the cleaned binary vote variable (h0clean). No interaction terms were included since the claim concerns only the conception-risk → Obama-vote relationship.",z,-0.309,1.0,302.0,304,0.757,-0.036,0.583,-0.5469999999999999,False,False,no effect or inconclusive,"In a logistic regression of intended Obama vote (vs. Trump/other) on conception risk among normally cycling women (not on hormonal birth control, regular periods, not pregnant, no chronic fertility issues), the coefficient on conception risk was b=-1.54, z=-0.31, p=0.76 (N=304). The estimate is non-significant and in the opposite direction to the claim, so the data do not reproduce the positive conception-risk-to-Obama-vote effect.",yes,I,results/agentic_logs/score/rq1_claude47/2026-06-16T22-23-28-00-00_reanalysis_NQHy3kkjWUhtTKU6ipcheN.eval
2NAG,2,full,neutral,anthropic/claude-opus-4-7,reanalysis,Psychology,False,"Panic-buying composite (mean of log-transformed, country-standardized 'panicbuying' and 'stockpile' Google Trends scores)","Log-transformed, country-standardized COVID-19 prevalence (confirmed infected)","Days from first confirmed case to 24 March 2020 in the United States, United Kingdom, Canada, and Australia (N=235)",OLS regression of panic-buying composite on log-standardized prevalence with country fixed effects,Country fixed effects,"Original dataset only contains panicbuying and stockpile Google-Trends series (not the protective-behavior or health-knowledge searches), so the panic-buying portion of the multi-outcome claim was operationalized as a single pooled regression with country fixed effects, mirroring the paper's log-transformation and standardization scheme and its March 24 cutoff.",t,16.46,230.0,,235,0.0,2.171,3.19,-1.0190000000000001,False,False,same conclusion,"Pooled OLS across the four English-speaking countries (US, UK, Canada, Australia) over the window from first confirmed case through 24 March 2020 shows that log-standardized COVID-19 prevalence positively predicts the panic-buying composite (mean of log-standardized 'panic buying' and 'stockpile' Google Trends scores): B=0.683, SE=0.042, t(230)=16.46, p<.001. This replicates the original claim that prevalence rates are associated with panic-buying searches.",yes,I,results/agentic_logs/score/rq1_claude47/2026-06-16T22-23-28-00-00_reanalysis_NQHy3kkjWUhtTKU6ipcheN.eval
347d,2,full,neutral,anthropic/claude-opus-4-7,reanalysis,Psychology,False,Procedural justice (mean of pj1-pj7),"Perceived racial discrimination (mean of rd1-rd8, with rd7/rd8 already reverse-coded in data)",Full 105-participant sample,Pearson correlation,none,Composite scale means computed from the items defined in the data dictionary; bivariate correlation directly tests the claimed negative association.,r,-0.4642,103.0,,105,6.09e-07,-1.048,-0.877,0.17100000000000004,False,True,same conclusion,"Pearson correlation between mean perceived racial discrimination (rd1-rd8) and mean procedural justice (pj1-pj7) is r = -0.46, t(103) = -5.32, p < .001, indicating that higher perceived racial discrimination is associated with lower procedural justice, consistent with the claim.",yes,C,results/agentic_logs/score/rq1_claude47/2026-06-16T22-23-28-00-00_reanalysis_NQHy3kkjWUhtTKU6ipcheN.eval
4N88,2,full,neutral,anthropic/claude-opus-4-7,reanalysis,Psychology,False,PSS-10 mean (pss10_avg),"Agreement with containment measures (recoded Trust_countrymeasure: 5=agreement; 1-4,6-9=no agreement; 0,10=no agreement at all)","Replication data (Swiss subsample, n=1188); 1079 cases with valid PSS-10 and Trust_countrymeasure",One-way ANOVA with 3-level grouping,none,"Paper describes recoding the strictness-of-measures question into three groups (agreement, no agreement, no agreement at all). The only matching variable in the replication file is Trust_countrymeasure (0=too little, 5=appropriate, 10=too much), which I recoded analogously: 5=agreement; symmetric off-midpoints=no agreement; extremes=no agreement at all.",F,17.99,2.0,1076.0,1079,2.06e-08,0.259,0.354,-0.09499999999999997,False,True,same conclusion,"One-way ANOVA on perceived stress (PSS-10 mean) across three agreement-with-containment-measures groups (agreement, no agreement, no agreement at all) yielded F(2,1076)=17.99, p<.001. Stress means rose monotonically from agreement (M=2.27) to no-agreement (M=2.42) to no-agreement-at-all (M=2.73), consistent with the claim that agreement with containment measures decreases stress.",yes,C,results/agentic_logs/score/rq1_claude47/2026-06-16T22-23-28-00-00_reanalysis_NQHy3kkjWUhtTKU6ipcheN.eval
